CASE,POPULATION13,BCPUBLICSERVICE13,COMPLETED13,OVERALLSCOPE13,POPULATION15,BCPUBLICSERVICE15,COMPLETED15,OVERALLSCOPE15,FRINGE_FLAG13,ORGID13,ORGANIZATION13,Engagement_13,Commitment_13,Job_Satisfaction_13,Org_Satisfaction_13,ENG_STATE_13,FRINGE_FLAG15,ORGID15,ORGANIZATION15,Engagement_15,Commitment_15,Job_Satisfaction_15,Org_Satisfaction_15,ENG_STATE_15
1659,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,50,50,50,50,Minimally Engaged
1661,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1672,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1674,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,0,25,NA
1683,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1694,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,75,75,75,75,Engaged
1699,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1714,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1725,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,66.66666667,75,50,75,Moderately Engaged
1729,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1734,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,66.66666667,75,50,75,Moderately Engaged
1737,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1738,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1740,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,75,75,75,75,Engaged
1742,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,100,100,100,100,Engaged
1744,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1752,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,62.5,37.5,75,75,Happily Detached
1769,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,66.66666667,75,75,50,Moderately Engaged
1780,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,100,100,100,100,Engaged
1783,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,NA,NA,NA,NA,NA
1784,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1788,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,66.66666667,75,75,50,Moderately Engaged
1794,In,Out,Yes,Not In Scope,N/A,N/A,N/A,Not In Scope,Fringe,LOON,,100,100,100,100,Engaged,NA,,,NA,NA,NA,NA,NA
1799,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,54.16666667,62.5,50,50,Unhappily Dedicated
1808,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,NA,NA,NA,NA,NA
1813,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,91.66666667,100,100,75,Engaged
1817,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,75,75,75,75,Engaged
1821,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,41.66666667,50,25,50,Minimally Engaged
1828,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,75,75,100,50,Engaged
1829,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,33.33333333,50,25,25,Minimally Engaged
1830,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1836,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,62.5,62.5,50,75,Moderately Engaged
1839,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,100,100,100,100,Engaged
1843,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1889,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,75,75,75,75,Engaged
1898,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1900,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,20.83333333,37.5,25,0,Disengaged
1903,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,79.16666667,87.5,100,50,Engaged
1911,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,75,75,75,75,Engaged
1919,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,41.66666667,50,50,25,Minimally Engaged
1927,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1932,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1933,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,41.66666667,50,25,50,Minimally Engaged
1940,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
1944,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,66.66666667,75,50,75,Moderately Engaged
1945,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,58.33333333,50,75,50,Happily Detached
1948,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1956,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1974,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,62.5,87.5,75,25,Unhappily Dedicated
1983,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,58.33333333,50,50,75,Happily Detached
1988,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,83.33333333,100,100,50,Engaged
1990,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
1994,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
2007,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,50,50,50,50,Minimally Engaged
2013,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
2023,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,25,50,25,0,Minimally Engaged
2026,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,100,100,100,100,Engaged
2037,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,75,75,75,75,Engaged
2041,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
2042,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2045,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
2058,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,62.5,62.5,75,50,Moderately Engaged
2062,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,62.5,62.5,75,50,Moderately Engaged
2069,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,75,75,75,75,Engaged
2071,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,75,75,75,75,Engaged
2072,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,83.33333333,100,100,50,Engaged
2077,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
2085,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,83.33333333,100,75,75,Engaged
2089,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,58.33333333,50,75,50,Happily Detached
2092,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,NA,NA,NA,NA,NA
2094,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,50,75,NA
2096,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,79.16666667,87.5,75,75,Engaged
2097,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
2099,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2109,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,87.5,87.5,75,100,Engaged
2133,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
2134,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
2137,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,41.66666667,50,25,50,Minimally Engaged
2144,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,75,75,NA
2149,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
2150,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
2162,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,70.83333333,62.5,75,75,Moderately Engaged
2166,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,100,100,100,100,Engaged
2170,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2174,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,NA,NA,NA,NA,NA
2190,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2193,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,87.5,87.5,100,75,Engaged
2195,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,NA,NA,25,75,NA
2202,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
2204,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,NA,NA,NA,NA,NA
2209,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,58.33333333,75,50,50,Unhappily Dedicated
2216,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,75,75,75,75,Engaged
2219,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,91.66666667,100,75,100,Engaged
2226,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2227,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,12.5,37.5,0,0,Disengaged
2229,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,54.16666667,62.5,50,50,Unhappily Dedicated
2232,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
2243,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,83.33333333,75,75,100,Engaged
2244,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,75,75,75,75,Engaged
2254,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
2265,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,41.66666667,50,50,25,Minimally Engaged
2266,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,58.33333333,50,75,50,Happily Detached
2271,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,58.33333333,50,75,50,Happily Detached
2277,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,100,100,100,100,Engaged
2278,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,66.66666667,50,75,75,Happily Detached
2285,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,66.66666667,75,50,75,Moderately Engaged
2289,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2293,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
2300,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
2302,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
2303,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,100,100,100,100,Engaged
2313,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,100,100,100,100,Engaged
2314,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
2318,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,75,75,75,75,Engaged
2319,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA
2331,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
2339,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,58.33333333,75,50,50,Unhappily Dedicated
2345,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2346,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
2348,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
2353,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,75,75,75,75,Engaged
2358,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
2359,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,66.66666667,75,50,75,Moderately Engaged
2360,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,NA,NA,NA,NA,NA
2374,N/A,N/A,N/A,Not In Scope,In,In,Yes,In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,79.16666667,87.5,75,75,Engaged
2380,N/A,N/A,N/A,Not In Scope,In,In,No,Not In Scope,NA,,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,NA,NA,NA,NA,NA
2391,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,NA,NA,NA,NA,NA
2392,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2403,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2406,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
2423,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),JAY,,NA,NA,NA,NA,NA
2425,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,33.33333333,75,25,0,Unhappily Dedicated
2428,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,33.33333333,50,25,25,Minimally Engaged
2435,In,Out,Yes,Not In Scope,N/A,N/A,N/A,Not In Scope,Fringe,JAY,,79.16666667,62.5,100,75,Moderately Engaged,NA,,,NA,NA,NA,NA,NA
2438,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,50,50,NA
2446,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,79.16666667,87.5,75,75,Engaged
2447,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2460,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,75,50,NA
2469,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2473,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2496,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2501,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
2502,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2517,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
2523,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
2534,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
2546,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2549,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2553,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,66.66666667,75,75,50,Moderately Engaged
2557,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),JAY,,NA,NA,NA,NA,NA,Core (not fringe),RAVEN,,75,75,75,75,Engaged
2571,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,NA,NA,NA,NA,NA
2580,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2583,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2589,In,In,No,Not In Scope,In,In,Yes,In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),LOON,,79.16666667,37.5,100,100,Happily Detached
2606,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2607,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2608,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2612,In,Out,Yes,Not In Scope,N/A,N/A,N/A,Not In Scope,Fringe,JAY,,54.16666667,62.5,75,25,Unhappily Dedicated,NA,,,NA,NA,NA,NA,NA
2614,In,In,No,Not In Scope,In,In,No,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,Core (not fringe),HERON,,NA,NA,NA,NA,NA
2630,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),HERON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
2635,In,In,No,Not In Scope,N/A,N/A,N/A,Not In Scope,Core (not fringe),LOON,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA
